taxonid,assessmentid,kingdom,phylum,class,order,family,genus,species,infrarank,infratype,subpopulation,friendly_name,taxonomic_authority,category,criteria,possibly_extinct,possibly_extinct_wild,assessmentdate,assessors,evaluators,contributors,facilitators
2467,9442437,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",LC,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2467,9442718,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",V,,FALSE,FALSE,01-Jan-90,,,,
2467,9442735,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",V,,FALSE,FALSE,01-Jan-94,,,,
2467,9442752,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",E,,FALSE,FALSE,01-Jan-86,,,,
2467,9442769,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,,,,Balaena mysticetus,"Linnaeus, 1758",E,,FALSE,FALSE,01-Jan-88,,,,
2474,9443528,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,,,,Balaenoptera acutorostrata,"Lacépède, 1804",LR/nt,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2474,9443808,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,,,,Balaenoptera acutorostrata,"Lacépède, 1804",K,,FALSE,FALSE,01-Jan-94,,,,
2474,9444043,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,,,,Balaenoptera acutorostrata,"Lacépède, 1804",LC,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2475,9444573,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,Balaenoptera borealis,"Lesson, 1828",EN,A1abd,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2475,9444850,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,Balaenoptera borealis,"Lesson, 1828",V,,FALSE,FALSE,01-Jan-94,,,,
2475,9445100,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,Balaenoptera borealis,"Lesson, 1828",EN,A1ad,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2476,9445481,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,edeni,,,,Balaenoptera edeni,"Anderson, 1879",K,,FALSE,FALSE,01-Jan-94,,,,
2476,9445502,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,edeni,,,,Balaenoptera edeni,"Anderson, 1879",DD,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2476,9446320,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,edeni,,,,Balaenoptera edeni,"Anderson, 1879",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2477,9446566,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",EN,A1abd,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2477,9447146,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",EN,A1abd,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2477,9447803,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",E,,FALSE,FALSE,01-Jan-90,,,,
2477,9447820,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",E,,FALSE,FALSE,01-Jan-94,,,,
2477,9447837,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",E,,FALSE,FALSE,01-Jan-86,,,,
2477,9447854,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,,,,Balaenoptera musculus,"(Linnaeus, 1758)",E,,FALSE,FALSE,01-Jan-88,,,,
2478,9447871,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",EN,A1abd,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2478,9448596,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",EN,A1d,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2478,9449132,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-90,,,,
2478,9449149,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-94,,,,
2478,9449166,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-86,,,,
2478,9449183,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,Balaenoptera physalus,"(Linnaeus, 1758)",V,,FALSE,FALSE,01-Jan-88,,,,
2480,9449324,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,,,,Balaenoptera bonaerensis,"Burmeister, 1867",DD,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
2480,9449644,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,,,,Balaenoptera bonaerensis,"Burmeister, 1867",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2762,9478191,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,arnuxii,,,,Berardius arnuxii,"Duvernoy, 1851",K,,FALSE,FALSE,01-Jan-94,,,,
2762,9478212,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,arnuxii,,,,Berardius arnuxii,"Duvernoy, 1851",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
2762,9478448,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,arnuxii,,,,Berardius arnuxii,"Duvernoy, 1851",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
2763,9478622,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,bairdii,,,,Berardius bairdii,"Stejneger, 1883",K,,FALSE,FALSE,01-Jan-94,,,,
2763,9478643,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,bairdii,,,,Berardius bairdii,"Stejneger, 1883",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
2763,9478825,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Berardius,bairdii,,,,Berardius bairdii,"Stejneger, 1883",LR/cd,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
29672,9520407,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,foina,,,,Martes foina,"(Erxleben, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Tikhonov, A., Cavallini, P., Maran, T., Krantz, A., Herrero, J., Giannatos, G., Stubbe, M., Libois, R., Fernandes, M., Yonzon, P., Choudhury, A., Abramov, A. & Wozencraft C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
29672,9520854,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,foina,,,,Martes foina,"(Erxleben, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
29673,9521746,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Meles,meles,,,,Meles meles,"(Linnaeus, 1758)",LC,,FALSE,FALSE,30-Jun-08,"Kranz, A., Tikhonov, A., Conroy, J., Cavallini, P., Herrero, J., Stubbe, M., Maran, T., Fernandes, M., Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
29673,9522095,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Meles,meles,,,,Meles meles,"(Linnaeus, 1758)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
29674,9523464,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,erminea,,,,Mustela erminea,"Linnaeus, 1758",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
29679,9524646,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,eversmanii,,,,Mustela eversmanii,"Lesson, 1827",LC,,FALSE,FALSE,30-Jun-08,"Tikhonov, A., Cavallini, P., Maran, T., Krantz, A., Stubbe, M., Kryštufek B., Abramov A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
29679,9524870,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,eversmanii,,,,Mustela eversmanii,"Lesson, 1827",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
29680,9525379,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Vormela,peregusna,,,,Vormela peregusna,"(Güldenstädt, 1770)",VU,A2c,FALSE,FALSE,30-Jun-08,"Tikhonov, A., Cavallini, P., Maran, T., Krantz, A., Herrero, J., Giannatos, G., Stubbe, M., Conroy, J., Kryštufek, B., Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
29680,9525635,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Vormela,peregusna,,,,Vormela peregusna,"(Güldenstädt, 1770)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
3590,9963699,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Callorhinus,ursinus,,,,Callorhinus ursinus,"(Linnaeus, 1758)",VU,A2b,FALSE,FALSE,30-Jun-08,"Gelatt, T. & Lowry, L. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
3590,9963910,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Callorhinus,ursinus,,,,Callorhinus ursinus,"(Linnaeus, 1758)",VU,A1b,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
3778,10071726,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,NEOBALAENIDAE,Caperea,marginata,,,,Caperea marginata,"(Gray, 1846)",K,,FALSE,FALSE,01-Jan-94,,,,
3778,10071743,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,NEOBALAENIDAE,Caperea,marginata,,,,Caperea marginata,"(Gray, 1846)",DD,,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
3778,10071902,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,NEOBALAENIDAE,Caperea,marginata,,,,Caperea marginata,"(Gray, 1846)",LR/lc,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
40635,10345778,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Indopacetus,pacificus,,,,Indopacetus pacificus,"(Longman, 1926)",K,,FALSE,FALSE,01-Jan-94,,,,
40635,10345797,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Indopacetus,pacificus,,,,Indopacetus pacificus,"(Longman, 1926)",DD,,FALSE,FALSE,01-Jan-96,,,,
40635,10345818,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Indopacetus,pacificus,,,,Indopacetus pacificus,"(Longman, 1926)",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
40635,10346077,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Indopacetus,pacificus,,,,Indopacetus pacificus,"(Longman, 1926)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
40784,10364833,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Neovison,macrodon,,,,Neovison macrodon,"(Prentis, 1903)",EX,,FALSE,FALSE,30-Jun-08,"Turvey, S. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
40784,10364934,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Neovison,macrodon,,,,Neovison macrodon,"(Prentis, 1903)",EX,,FALSE,FALSE,01-Jan-02,"Mustelid, Viverrid &  Procyonid Specialist Group","Maran, T. & Wirth, R. (Mustelid Red List Authority)",,
4159,10487170,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",K,,FALSE,FALSE,01-Jan-88,,,,
4159,10487187,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",K,,FALSE,FALSE,01-Jan-90,,,,
4159,10487208,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",DD,,FALSE,FALSE,30-Jun-08,"Reeves, R.R., Crespo, E.A., Dans, S., Jefferson, T.A., Karczmarski, L., Laidre, K., O’Corry-Crowe, G., Pedraza, S., Rojas-Bracho, L., Secchi, E.R., Slooten, E., Smith, B.D., Wang, J.Y. & Zhou, K.","Brownell Jr., R.L. & Cooke, J. (Cetacean Red List Authority)",,
4159,10487390,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
4159,10487492,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,,,,Cephalorhynchus commersonii,"(Lacépède, 1804)",K,,FALSE,FALSE,01-Jan-94,,,,
41657,10500906,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nudipes,,,,Mustela nudipes,"Desmarest, 1822",LC,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W. & Kanchanasaka, B.","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41657,10501038,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,nudipes,,,,Mustela nudipes,"Desmarest, 1822",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
4160,10501108,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,Cephalorhynchus eutropia,"Gray, 1846",K,,FALSE,FALSE,01-Jan-88,,,,
4160,10501125,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,Cephalorhynchus eutropia,"Gray, 1846",K,,FALSE,FALSE,01-Jan-90,,,,
4160,10501142,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,Cephalorhynchus eutropia,"Gray, 1846",NT,,FALSE,FALSE,30-Jun-08,"Reeves, R.R., Crespo, E.A., Dans, S., Jefferson, T.A., Karczmarski, L., Laidre, K., O’Corry-Crowe, G., Pedraza, S., Rojas-Bracho, L., Secchi, E.R., Slooten, E., Smith, B.D., Wang, J.Y.. & Zhou, K.","Brownell Jr., R.L. & Cooke, J. (Cetacean Red List Authority)",,
4160,10501294,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,Cephalorhynchus eutropia,"Gray, 1846",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
4160,10501373,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,Cephalorhynchus eutropia,"Gray, 1846",K,,FALSE,FALSE,01-Jan-94,,,,
41658,10501394,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,putorius,,,,Mustela putorius,"Linnaeus, 1758",LC,,FALSE,FALSE,30-Jun-08,"Fernandes, M., Maran, T., Tikhonov, A., Conroy, J., Cavallini, P., Kranz, A., Herrero, J., Stubbe, M., Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41658,10501769,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,putorius,,,,Mustela putorius,"Linnaeus, 1758",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41659,10503604,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,sibirica,,,,Mustela sibirica,"Pallas, 1773",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41659,10503782,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,sibirica,,,,Mustela sibirica,"Pallas, 1773",LC,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W. & Abramov, A.","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41660,10504103,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,subpalmata,,,,Mustela subpalmata,"Hemprich &amp; Ehrenberg, 1833",LC,,FALSE,FALSE,30-Jun-08,"McDonald, R. & Hoffmann, M.","Duckworth, J.W. (Small Carnivore Red List Authority) and Hoffmann, M. (Global Mammal Assessment Team)",,
41661,10504297,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Neovison,vison,,,,Neovison vison,"(Schreber, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41661,10504582,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Neovison,vison,,,,Neovison vison,"(Schreber, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41672,10504835,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,hispida,,,,Pusa hispida,"(Schreber, 1775)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41672,10505155,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,hispida,,,,Pusa hispida,"(Schreber, 1775)",LC,,FALSE,FALSE,30-Jun-08,"Kovacs, K., Lowry, L. & Härkönen, T. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41676,10506536,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,sibirica,,,,Pusa sibirica,"(Gmelin, 1788)",LR/nt,,FALSE,FALSE,01-Jan-96,,,,
41676,10506557,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,sibirica,,,,Pusa sibirica,"(Gmelin, 1788)",LC,,FALSE,FALSE,30-Jun-08,"Burkanov, V. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41676,10506711,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,sibirica,,,,Pusa sibirica,"(Gmelin, 1788)",LR/nt,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
4161,10507068,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,Cephalorhynchus heavisidii,"(Gray, 1828)",K,,FALSE,FALSE,01-Jan-88,,,,
4161,10507085,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,Cephalorhynchus heavisidii,"(Gray, 1828)",K,,FALSE,FALSE,01-Jan-90,,,,
4161,10507106,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,Cephalorhynchus heavisidii,"(Gray, 1828)",DD,,FALSE,FALSE,30-Jun-08,"Reeves, R.R., Crespo, E.A., Dans, S., Jefferson, T.A., Karczmarski, L., Laidre, K., O’Corry-Crowe, G., Pedraza, S., Rojas-Bracho, L., Secchi, E.R., Slooten, E., Smith, B.D., Wang, J.Y. & Zhou, K.","Brownell Jr., R.L. & Cooke, J. (Cetacean Red List Authority)",,
4161,10507238,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,Cephalorhynchus heavisidii,"(Gray, 1828)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
4161,10507319,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,Cephalorhynchus heavisidii,"(Gray, 1828)",K,,FALSE,FALSE,01-Jan-94,,,,
4162,10515441,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",EN,"A1d, C1",FALSE,FALSE,30-Jun-00,"Slooten, L. & Taylor, B.L. (Cetacean Specialist Group)","Reeves, R. & Taylor, B.L. (Cetacean Red List Authority)",,
4162,10515526,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",K,,FALSE,FALSE,01-Jan-88,,,,
4162,10515547,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",EN,A4d,FALSE,FALSE,30-Jun-08,"Reeves, R.R., Dawson, S.M., Jefferson, T.A., Karczmarski, L., Laidre, K., O’Corry-Crowe, G., Rojas-Bracho, L., Secchi, E.R., Slooten, E., Smith, B.D., Wang, J.Y. & Zhou, K.","Brownell Jr., R.L. & Cooke, J. (Cetacean Red List Authority)",,
4162,10515700,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",VU,A1ad,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
4162,10515721,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",V,,FALSE,FALSE,01-Jan-90,,,,
