taxonid,assessmentid,kingdom,phylum,class,order,family,genus,species,infrarank,infratype,subpopulation,friendly_name,taxonomic_authority,category,criteria,possibly_extinct,possibly_extinct_wild,assessmentdate,assessors,evaluators,contributors,facilitators
4162,10515738,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,,,,Cephalorhynchus hectori,"(van Beneden, 1881)",I,,FALSE,FALSE,01-Jan-94,,,,
41626,10520001,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,moschata,,,,Melogale moschata,"(Gray, 1831)",LC,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W., Timmins, R.J., R., Roberton, S., Long, B., Lau, M.W.N. & Choudhury, A.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41626,10520166,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,moschata,,,,Melogale moschata,"(Gray, 1831)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41627,10520392,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,personata,,,,Melogale personata,"I. Geoffroy Saint-Hilaire, 1831",DD,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W., Timmins, R.J., Long, B., Yonzon, P., Roberton, S. & Tran Quang Phuong","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41627,10520534,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,personata,,,,Melogale personata,"I. Geoffroy Saint-Hilaire, 1831",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41697,10520603,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",K,,FALSE,FALSE,01-Jan-88,,,,
41697,10520622,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",K,,FALSE,FALSE,01-Jan-90,,,,
41697,10520641,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",DD,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W. & Brickle, N.W.","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41697,10520733,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",LR/nt,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41697,10520765,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",K,,FALSE,FALSE,01-Jan-94,,,,
41697,10520786,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,orientalis,,,,Melogale orientalis,"(Horsfield, 1821)",LR/nt,,FALSE,FALSE,01-Jan-96,,,,
41629,10522016,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mellivora,capensis,,,,Mellivora capensis,"(Schreber, 1776)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41629,10522766,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mellivora,capensis,,,,Mellivora capensis,"(Schreber, 1776)",LC,,FALSE,FALSE,30-Jun-08,"Begg, K., Begg, C. & Abramov, A.","Duckworth, J.W. (Small Carnivore Red List Authority) and Hoffmann, M. (Global Mammal Assessment Team)",,
41639,10525484,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,cuja,,,,Galictis cuja,"(Molina, 1782)",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41639,10525627,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,cuja,,,,Galictis cuja,"(Molina, 1782)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41640,10525769,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,vittata,,,,Galictis vittata,"(Schreber, 1776)",LC,,FALSE,FALSE,30-Jun-08,"Cuarón, A.D., Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41640,10525956,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,vittata,,,,Galictis vittata,"(Schreber, 1776)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41644,10526741,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Eira,barbara,,,,Eira barbara,"(Linnaeus, 1758)",LC,,FALSE,FALSE,30-Jun-08,"Cuarón, A.D., Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41644,10526931,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Eira,barbara,,,,Eira barbara,"(Linnaeus, 1758)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41645,10527048,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Ictonyx,libycus,,,,Ictonyx libycus,"(Hemprich &amp; Ehrenberg, 1833)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41645,10527293,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Ictonyx,libycus,,,,Ictonyx libycus,"(Hemprich &amp; Ehrenberg, 1833)",LC,,FALSE,FALSE,30-Jun-08,"Hoffmann, M., Cuzin, F. & de Smet, K.","Duckworth, J.W. (Small Carnivore Red List Authority) and Hoffmann, M. (Global Mammal Assessment Team)",,
41646,10527451,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Ictonyx,striatus,,,,Ictonyx striatus,"(Perry, 1810)",LC,,FALSE,FALSE,30-Jun-08,"Stuart, C., Stuart, T. & Hoffmann, M.","Duckworth, J.W. (Small Carnivore Red List Authority) and Hoffmann, M. (Global Mammal Assessment Team)",,
41646,10527721,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Ictonyx,striatus,,,,Ictonyx striatus,"(Perry, 1810)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41647,10527961,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lyncodon,patagonicus,,,,Lyncodon patagonicus,"(de Blainville, 1842)",DD,,FALSE,FALSE,30-Jun-08,"Kelt, D. & Pardinus, U.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41647,10528090,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Lyncodon,patagonicus,,,,Lyncodon patagonicus,"(de Blainville, 1842)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41648,10528129,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,americana,,,,Martes americana,"(Turton, 1806)",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41648,10528256,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,americana,,,,Martes americana,"(Turton, 1806)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41649,10528293,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,flavigula,,,,Martes flavigula,"(Boddaert, 1785)",I,,FALSE,FALSE,01-Jan-88,,,,
41649,10528312,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,flavigula,,,,Martes flavigula,"(Boddaert, 1785)",I,,FALSE,FALSE,01-Jan-90,,,,
41649,10528335,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,flavigula,,,,Martes flavigula,"(Boddaert, 1785)",LC,,FALSE,FALSE,30-Jun-08,"Abramov, A., Timmins, R.J., Roberton, S., Long, B., Than Zaw & Duckworth, J.W.","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41649,10528579,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,flavigula,,,,Martes flavigula,"(Boddaert, 1785)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41650,10528815,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,melampus,,,,Martes melampus,"(Wagner, 1840)",LC,,FALSE,FALSE,30-Jun-08,"Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41650,10528958,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,melampus,,,,Martes melampus,"(Wagner, 1840)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41651,10529019,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,pennanti,,,,Martes pennanti,"(Erxleben, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41651,10529148,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,pennanti,,,,Martes pennanti,"(Erxleben, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41652,10529185,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,zibellina,,,,Martes zibellina,"(Linnaeus, 1758)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41652,10529356,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Martes,zibellina,,,,Martes zibellina,"(Linnaeus, 1758)",LC,,FALSE,FALSE,30-Jun-08,"Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41653,10529532,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,altaica,,,,Mustela altaica,"Pallas, 1811",NT,,FALSE,FALSE,30-Jun-08,"Abramov, A., Wozencraft, C. & Ying-xiang, W.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41653,10529708,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,altaica,,,,Mustela altaica,"Pallas, 1811",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41654,10529763,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,frenata,,,,Mustela frenata,"Lichtenstein, 1831",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41654,10529971,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,frenata,,,,Mustela frenata,"Lichtenstein, 1831",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41655,10530081,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,kathiah,,,,Mustela kathiah,"Hodgson, 1835",LC,,FALSE,FALSE,30-Jun-08,"Duckworth, J.W., Timmins, R.J., Roberton, S., Choudhury, A. & Lau, M.W.N.","Belant, J. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41655,10530236,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,kathiah,,,,Mustela kathiah,"Hodgson, 1835",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41656,10530315,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,itatsi,,,,Mustela itatsi,"Temminck, 1844",LC,,FALSE,FALSE,30-Jun-08,"Abramov, A. & Wozencraft, C.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41662,10530450,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Poecilogale,albinucha,,,,Poecilogale albinucha,"(Gray, 1864)",LC,,FALSE,FALSE,30-Jun-08,"Stuart, C., Stuart, T. & Hoffmann, M.","Duckworth, J.W. (Small Carnivore Red List Authority) and Hoffmann, M. (Global Mammal Assessment Team)",,
41662,10530616,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Poecilogale,albinucha,,,,Poecilogale albinucha,"(Gray, 1864)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41663,10530715,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Taxidea,taxus,,,,Taxidea taxus,"(Schreber, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Reid, F. & Helgen, K.","Duckworth, J.W. (Small Carnivore Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
41663,10530853,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Taxidea,taxus,,,,Taxidea taxus,"(Schreber, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Mustelid Specialist Group,,,
41664,10530899,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,forsteri,,,,Arctocephalus forsteri,"(Lesson, 1828)",LC,,FALSE,FALSE,30-Jun-08,"Goldsworthy, S. & Gales, N. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41664,10531038,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,forsteri,,,,Arctocephalus forsteri,"(Lesson, 1828)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41665,10531098,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Otaria,byronia,,,,Otaria byronia,"(de Blainville, 1820)",LC,,FALSE,FALSE,30-Jun-08,"Campagna, C. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41665,10531271,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Otaria,byronia,,,,Otaria byronia,"(de Blainville, 1820)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41666,10531361,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,californianus,,,,Zalophus californianus,"(Lesson, 1828)",LC,,FALSE,FALSE,30-Jun-08,"Aurioles, D. & Trillmich, F. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41666,10531520,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,californianus,,,,Zalophus californianus,"(Lesson, 1828)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41667,10531572,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",E,,FALSE,FALSE,01-Jan-86,,,,
41667,10531593,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",E,,FALSE,FALSE,01-Jan-88,,,,
41667,10531614,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",EX,,FALSE,FALSE,30-Jun-08,"Aurioles, D. & Trillmich, F. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41667,10531713,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",EX,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41667,10531766,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",EX,,FALSE,FALSE,01-Jan-96,,,,
41667,10531787,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",Ex?,,FALSE,FALSE,01-Jan-90,,,,
41667,10531808,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,japonicus,,,,Zalophus japonicus,"(Peters, 1866)",Ex,,FALSE,FALSE,01-Jan-94,,,,
41668,10531833,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,wollebaeki,,,,Zalophus wollebaeki,"Sivertsen, 1953",VU,,FALSE,FALSE,01-Jan-96,,,,
41668,10531854,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,wollebaeki,,,,Zalophus wollebaeki,"Sivertsen, 1953",EN,A2a,FALSE,FALSE,30-Jun-08,"Aurioles, D. & Trillmich, F. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41668,10532029,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,wollebaeki,,,,Zalophus wollebaeki,"Sivertsen, 1953",VU,A2d,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41669,10532073,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,caspica,,,,Pusa caspica,"(Gmelin, 1788)",V,,FALSE,FALSE,01-Jan-94,,,,
41669,10532094,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,caspica,,,,Pusa caspica,"(Gmelin, 1788)",VU,,FALSE,FALSE,01-Jan-96,,,,
41669,10532115,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,caspica,,,,Pusa caspica,"(Gmelin, 1788)",EN,A2abd+3bd+4abd,FALSE,FALSE,30-Jun-08,"Härkönen, T. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41669,10532374,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,caspica,,,,Pusa caspica,"(Gmelin, 1788)",VU,B1+2e,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41670,10532492,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Histriophoca,fasciata,,,,Histriophoca fasciata,"(Zimmerman, 1783)",DD,,FALSE,FALSE,30-Jun-08,"Burkanov, V. & Lowry, L. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41670,10532646,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Histriophoca,fasciata,,,,Histriophoca fasciata,"(Zimmerman, 1783)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41671,10532710,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pagophilus,groenlandicus,,,,Pagophilus groenlandicus,"(Erxleben, 1777)",LR/lc,,FALSE,FALSE,01-Aug-96,Seal Specialist Group,,,
41671,10532935,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Pagophilus,groenlandicus,,,,Pagophilus groenlandicus,"(Erxleben, 1777)",LC,,FALSE,FALSE,30-Jun-08,"Kovacs, K. (IUCN SSC Pinniped Specialist Group)","Kovacs, K. & Lowry, L. (Pinniped Red List Authority)",,
41711,10540442,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,japonica,,,,Eubalaena japonica,"(Lacépède, 1818)",EN,,FALSE,FALSE,01-Jan-96,,,,
41711,10540463,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,japonica,,,,Eubalaena japonica,"(Lacépède, 1818)",EN,D,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
41711,10540674,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,japonica,,,,Eubalaena japonica,"(Lacépède, 1818)",EN,D,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
41712,10541390,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,glacialis,,,,Eubalaena glacialis,"(Müller, 1776)",EN,D,FALSE,FALSE,30-Jun-08,"Reilly, S.B., Bannister, J.L., Best, P.B., Brown, M., Brownell Jr., R.L., Butterworth, D.S., Clapham, P.J., Cooke, J., Donovan, G.P., Urbán, J. & Zerbini, A.N.","Taylor, B.L. & Notarbartolo di Sciara, G. (Cetacean Red List Authority)",,
41714,10544239,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,aduncus,,,,Tursiops aduncus,"(Ehrenberg, 1833)",DD,,FALSE,FALSE,30-Jun-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K., Karczmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y., Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D. (Cetacean Red List Authority)",,
41714,10544662,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,aduncus,,,,Tursiops aduncus,"(Ehrenberg, 1833)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
41715,10545418,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,dioptrica,,,,Phocoena dioptrica,"(Lahille, 1912)",K,,FALSE,FALSE,01-Jan-94,,,,
41715,10545439,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,dioptrica,,,,Phocoena dioptrica,"(Lahille, 1912)",DD,,FALSE,FALSE,01-Jan-96,,,,
41715,10545460,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,dioptrica,,,,Phocoena dioptrica,"(Lahille, 1912)",DD,,FALSE,FALSE,30-Jun-08,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K., Karczmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y., Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D. (Cetacean Red List Authority)",,
41715,10545674,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,dioptrica,,,,Phocoena dioptrica,"(Lahille, 1912)",DD,,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
41754,10553664,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,asiaeorientalis,,,,Neophocaena asiaeorientalis,"(Pilleri &amp; Gihr, 1972)",VU,A2cde,FALSE,FALSE,28-Feb-11,"Wang, J.Y.  & Reeves, R.","Taylor, B.L. & Hammond, P.",,
41755,10554198,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,macrocephalus,,,,Physeter macrocephalus,"Linnaeus, 1758",VU,A1bd,FALSE,FALSE,01-Aug-96,Cetacean Specialist Group,,,
41755,10554541,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,macrocephalus,,,,Physeter macrocephalus,"Linnaeus, 1758",K,,FALSE,FALSE,01-Jan-94,,,,
41755,10555849,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,macrocephalus,,,,Physeter macrocephalus,"Linnaeus, 1758",VU,,FALSE,FALSE,01-Jan-96,,,,
41759,10556788,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,perrini,,,,Mesoplodon perrini,"Dalebout, Mead, Baker, Baker &amp; van Helden, 2002",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
41760,10557014,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,traversii,,,,Mesoplodon traversii,"(Gray, 1874)",DD,,FALSE,FALSE,30-Jun-08,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",,
44166,10865531,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",LR/nt,,FALSE,FALSE,01-Aug-96,"Hussain, S.A. (Otter Specialist Group)",,,
44166,10865552,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",K,,FALSE,FALSE,01-Jan-88,,,,
44166,10865570,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",VU,A2acd,FALSE,FALSE,30-Jun-08,"Hussain, S.A. & de Silva, P.K.","Conroy, J. (Otter Red List Authority) & Schipper, J. (Global Mammal Assessment Team)",,
44166,10866009,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",NT,,FALSE,FALSE,30-Apr-04,"Hussain, S.A.","Reuther, C. & Hussain, S.A. (Otter Red List Authority)",,
44166,10866452,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",LR/nt,,FALSE,FALSE,01-Jan-00,,,,
44166,10866472,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",LR/nt,,FALSE,FALSE,01-Jan-96,,,,
44166,10866490,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,cinereus,,,,Aonyx cinereus,"(Illiger, 1815)",K,,FALSE,FALSE,01-Jan-90,,,,
